iter	Passed	Remaining
311	1136	2506
312	1140	2502
313	1144	2499
314	1147	2495
315	1151	2492
316	1154	2488
317	1158	2484
318	1162	2480
319	1165	2477
320	1169	2474
321	1173	2470
322	1176	2466
323	1180	2463
324	1184	2460
325	1188	2457
326	1192	2454
327	1196	2450
328	1199	2446
329	1203	2442
330	1207	2440
331	1211	2436
332	1214	2433
333	1218	2430
334	1222	2427
335	1226	2423
336	1230	2420
337	1234	2417
338	1237	2412
339	1241	2409
340	1244	2405
341	1248	2401
342	1252	2398
343	1255	2394
344	1259	2390
345	1262	2387
346	1266	2383
347	1270	2380
348	1274	2376
349	1277	2373
350	1281	2369
351	1285	2365
352	1288	2361
353	1292	2358
354	1296	2355
355	1300	2352
356	1303	2348
357	1307	2344
358	1311	2341
359	1314	2337
360	1318	2334
361	1322	2329
362	1325	2325
363	1329	2322
364	1332	2318
365	1336	2315
366	1340	2311
367	1343	2307
368	1347	2304
369	1351	2300
370	1354	2297
371	1358	2293
372	1362	2289
373	1365	2285
374	1369	2281
375	1372	2277
376	1375	2273
377	1379	2270
378	1383	2267
379	1387	2263
380	1391	2260
381	1394	2256
382	1398	2253
383	1402	2249
384	1406	2246
385	1409	2242
386	1413	2238
387	1417	2235
388	1420	2231
389	1424	2228
390	1428	2224
391	1431	2221
392	1435	2217
393	1439	2213
394	1442	2210
395	1446	2206
396	1450	2203
397	1453	2199
398	1457	2195
399	1461	2191
400	1465	2188
401	1468	2184
402	1472	2181
403	1475	2177
404	1479	2174
405	1483	2170
406	1487	2166
407	1491	2163
408	1494	2159
409	1498	2156
410	1501	2152
411	1505	2148
412	1509	2144
413	1512	2141
414	1516	2138
415	1520	2133
416	1523	2130
417	1527	2127
418	1531	2123
419	1535	2119
420	1538	2116
421	1542	2112
422	1545	2108
423	1549	2105
424	1553	2101
425	1557	2098
426	1561	2094
427	1564	2091
428	1569	2088
429	1572	2085
430	1576	2081
431	1580	2078
432	1584	2074
433	1588	2071
434	1591	2067
435	1595	2063
436	1599	2060
437	1603	2056
438	1606	2053
439	1610	2049
440	1614	2046
441	1617	2042
442	1621	2039
443	1625	2035
444	1629	2032
445	1633	2028
446	1636	2024
447	1640	2021
448	1644	2017
449	1647	2013
450	1651	2010
451	1655	2007
452	1659	2003
453	1662	1999
454	1666	1995
455	1670	1992
456	1673	1988
457	1677	1985
458	1681	1981
459	1684	1977
460	1688	1973
461	1691	1970
462	1695	1966
463	1698	1962
464	1702	1958
465	1706	1955
466	1710	1951
467	1713	1948
468	1717	1944
469	1721	1940
470	1725	1937
471	1728	1933
472	1732	1930
473	1736	1926
474	1739	1922
475	1743	1919
476	1747	1915
477	1750	1912
478	1754	1908
479	1758	1904
480	1761	1901
481	1765	1897
482	1769	1893
483	1772	1890
484	1776	1886
485	1780	1882
486	1784	1879
487	1787	1875
488	1791	1871
489	1795	1868
490	1798	1864
491	1802	1860
492	1806	1857
493	1809	1853
494	1813	1850
495	1816	1846
496	1820	1842
497	1824	1838
498	1827	1835
499	1831	1831
500	1835	1827
501	1838	1824
502	1842	1820
503	1846	1816
504	1849	1813
505	1853	1809
506	1856	1805
507	1860	1802
508	1864	1798
509	1867	1794
510	1871	1790
511	1874	1787
512	1878	1782
513	1881	1779
514	1885	1775
515	1889	1772
516	1892	1768
517	1896	1764
518	1900	1761
519	1903	1757
520	1907	1753
521	1911	1749
522	1915	1746
523	1918	1743
524	1922	1739
525	1926	1735
526	1929	1732
527	1933	1728
528	1937	1724
529	1940	1720
530	1944	1717
531	1947	1713
532	1951	1709
533	1954	1705
534	1957	1701
535	1961	1698
536	1965	1694
537	1968	1690
538	1972	1686
539	1975	1682
540	1979	1679
541	1982	1675
542	1985	1671
543	1989	1667
544	1992	1663
545	1996	1660
546	2000	1656
547	2004	1652
548	2007	1649
549	2011	1645
550	2015	1642
551	2018	1638
552	2022	1634
553	2026	1631
554	2029	1627
555	2033	1623
556	2037	1620
557	2040	1616
558	2044	1612
559	2048	1609
560	2051	1605
561	2055	1601
562	2059	1598
563	2062	1594
564	2066	1590
565	2069	1587
566	2073	1583
567	2077	1579
568	2080	1576
569	2084	1572
570	2088	1568
571	2091	1565
572	2095	1561
573	2099	1557
574	2102	1554
575	2106	1550
576	2110	1547
577	2114	1543
578	2117	1539
579	2121	1536
580	2125	1532
581	2128	1528
582	2132	1525
583	2136	1521
584	2140	1518
585	2143	1514
586	2147	1510
587	2151	1507
588	2154	1503
589	2158	1499
590	2162	1496
591	2165	1492
592	2169	1488
593	2173	1485
594	2176	1481
595	2180	1477
596	2183	1474
597	2187	1470
598	2191	1467
599	2194	1463
600	2198	1459
601	2202	1455
602	2205	1452
603	2208	1448
604	2212	1444
605	2216	1440
606	2219	1437
607	2223	1433
608	2227	1429
609	2230	1426
610	2234	1422
611	2237	1418
612	2241	1414
613	2244	1411
614	2248	1407
615	2252	1404
616	2256	1400
617	2259	1396
618	2264	1393
619	2267	1389
620	2271	1386
621	2274	1382
622	2278	1378
623	2281	1374
624	2285	1371
625	2289	1367
626	2292	1363
627	2296	1360
628	2300	1356
629	2303	1353
630	2307	1349
631	2311	1345
632	2315	1342
633	2318	1338
634	2322	1335
635	2326	1331
636	2330	1327
637	2333	1323
638	2336	1320
639	2339	1316
640	2343	1312
641	2346	1308
642	2350	1304
643	2353	1301
644	2357	1297
645	2361	1293
646	2364	1290
647	2368	1286
648	2371	1282
649	2375	1278
650	2379	1275
651	2382	1271
652	2386	1268
653	2390	1264
654	2394	1261
655	2397	1257
656	2401	1253
657	2405	1250
658	2409	1246
659	2413	1243
660	2417	1239
661	2421	1236
662	2424	1232
663	2428	1228
664	2432	1225
665	2435	1221
666	2439	1217
667	2442	1214
668	2446	1210
669	2449	1206
670	2453	1202
671	2456	1199
672	2460	1195
673	2464	1191
674	2467	1188
675	2471	1184
676	2475	1181
677	2479	1177
678	2482	1173
679	2486	1170
680	2490	1166
681	2493	1162
682	2497	1159
683	2501	1155
684	2504	1151
685	2508	1148
686	2512	1144
687	2515	1140
688	2519	1137
689	2523	1133
690	2527	1130
691	2531	1126
692	2534	1122
693	2538	1119
694	2542	1115
695	2546	1112
696	2549	1108
697	2553	1104
698	2557	1101
699	2560	1097
700	2564	1093
701	2567	1090
702	2571	1086
703	2575	1082
704	2578	1079
705	2582	1075
706	2586	1071
707	2589	1068
708	2593	1064
709	2596	1060
710	2600	1057
711	2604	1053
712	2607	1049
713	2611	1046
714	2615	1042
715	2618	1038
716	2622	1035
717	2626	1031
718	2629	1027
719	2633	1024
720	2637	1020
721	2640	1016
722	2644	1013
723	2648	1009
724	2651	1005
725	2655	1002
726	2659	998
727	2662	994
728	2666	991
729	2670	987
730	2673	983
731	2677	980
732	2681	976
733	2684	972
734	2688	969
735	2692	965
736	2696	962
737	2699	958
738	2703	954
739	2707	951
740	2711	947
741	2715	944
742	2719	940
743	2723	937
744	2727	933
745	2731	930
746	2735	926
747	2740	923
748	2744	919
749	2748	916
750	2752	912
751	2756	909
752	2760	905
753	2764	901
754	2768	898
755	2772	894
756	2776	891
757	2781	887
758	2785	884
759	2789	880
760	2793	877
761	2798	873
762	2802	870
763	2806	866
764	2809	863
765	2813	859
766	2817	855
767	2821	852
768	2825	848
769	2829	845
770	2833	841
771	2837	838
772	2840	834
773	2844	830
774	2848	827
775	2852	823
776	2856	819
777	2859	816
778	2863	812
779	2867	808
780	2871	805
781	2875	801
782	2879	798
783	2883	794
784	2887	790
785	2891	787
786	2895	783
787	2899	779
788	2902	776
789	2906	772
790	2910	769
791	2914	765
792	2918	761
793	2923	758
794	2927	754
795	2931	751
796	2936	747
797	2939	744
798	2943	740
799	2947	736
800	2950	733
801	2954	729
802	2958	725
803	2963	722
804	2967	718
805	2972	715
806	2976	711
807	2980	708
808	2985	704
809	2989	701
810	2994	697
811	2998	694
812	3002	690
813	3006	687
814	3010	683
815	3015	679
816	3019	676
817	3024	672
818	3028	669
819	3033	665
820	3037	662
821	3042	658
822	3046	655
823	3050	651
824	3055	648
825	3059	644
826	3063	640
827	3068	637
828	3072	633
829	3076	630
830	3081	626
831	3085	623
832	3089	619
833	3094	615
834	3098	612
835	3102	608
836	3107	605
837	3111	601
838	3116	597
839	3120	594
840	3124	590
841	3129	587
842	3133	583
843	3137	579
844	3141	576
845	3146	572
846	3150	569
847	3154	565
848	3159	561
849	3163	558
850	3167	554
851	3172	551
852	3176	547
853	3180	543
854	3184	540
855	3188	536
856	3192	532
857	3197	529
858	3201	525
859	3206	521
860	3210	518
861	3215	514
862	3219	511
863	3224	507
864	3228	503
865	3233	500
866	3237	496
867	3241	493
868	3246	489
869	3251	485
870	3255	482
871	3259	478
872	3264	474
873	3268	471
874	3273	467
875	3277	463
876	3282	460
877	3286	456
878	3291	453
879	3295	449
880	3299	445
881	3304	442
882	3308	438
883	3312	434
884	3316	431
885	3321	427
886	3325	423
887	3330	420
888	3334	416
889	3338	412
890	3343	408
891	3347	405
892	3351	401
893	3356	397
894	3360	394
895	3364	390
896	3369	386
897	3373	383
898	3377	379
899	3382	375
900	3386	372
901	3390	368
902	3395	364
903	3399	361
904	3404	357
905	3408	353
906	3412	349
907	3417	346
908	3421	342
909	3425	338
910	3430	335
911	3434	331
912	3439	327
913	3443	323
914	3447	320
915	3451	316
916	3455	312
917	3460	309
918	3464	305
919	3469	301
920	3473	297
921	3477	294
922	3481	290
923	3486	286
924	3490	283
925	3494	279
926	3499	275
927	3503	271
928	3507	268
929	3512	264
930	3516	260
931	3520	256
932	3524	253
933	3528	249
934	3533	245
935	3537	241
936	3541	238
937	3546	234
938	3550	230
939	3554	226
940	3559	223
941	3563	219
942	3567	215
943	3572	211
944	3576	208
945	3580	204
946	3585	200
947	3589	196
948	3593	193
949	3598	189
950	3602	185
951	3607	181
952	3611	178
953	3615	174
954	3620	170
955	3624	166
956	3628	163
957	3633	159
958	3637	155
959	3642	151
960	3646	147
961	3650	144
962	3655	140
963	3659	136
964	3663	132
965	3668	129
966	3672	125
967	3676	121
968	3681	117
969	3685	113
970	3689	110
971	3694	106
972	3698	102
973	3702	98
974	3707	95
975	3711	91
976	3715	87
977	3719	83
978	3724	79
979	3728	76
980	3732	72
981	3737	68
982	3741	64
983	3745	60
984	3749	57
985	3753	53
986	3757	49
987	3762	45
988	3766	41
989	3770	38
990	3774	34
991	3778	30
992	3783	26
993	3787	22
994	3792	19
995	3796	15
996	3800	11
997	3805	7
998	3809	3
999	3813	0
