iter	Logloss
307	0.3605311787
308	0.3603989601
309	0.3602158007
310	0.3600890835
311	0.3599878379
312	0.3598238381
313	0.3596701607
314	0.3595861131
315	0.3594024857
316	0.3593133871
317	0.3591624422
318	0.3589838565
319	0.3588497213
320	0.3586624131
321	0.3585149036
322	0.3583557486
323	0.3581846246
324	0.3580915106
325	0.357937275
326	0.3577212764
327	0.3575677735
328	0.3574169608
329	0.3572249833
330	0.3571273824
331	0.35706057
332	0.3569103376
333	0.3567678454
334	0.3566648364
335	0.3565604217
336	0.3563691814
337	0.3561963034
338	0.3560235237
339	0.355884661
340	0.3556841844
341	0.3554950237
342	0.3553101145
343	0.3551803211
344	0.3550863199
345	0.3550282956
346	0.3548564218
347	0.3546893282
348	0.3545748569
349	0.3544045447
350	0.3542933453
351	0.3542066817
352	0.3540891453
353	0.3539004624
354	0.3538411643
355	0.3537021922
356	0.3535427469
357	0.3534252617
358	0.3532899779
359	0.3531647339
360	0.3530799638
361	0.3528999357
362	0.3527542712
363	0.3525120758
364	0.3524209699
365	0.3523073574
366	0.3522017581
367	0.3521316232
368	0.3519932299
369	0.351754932
370	0.3515900642
371	0.3514687822
372	0.3512739269
373	0.3510412614
374	0.350933464
375	0.3507283224
376	0.3506523893
377	0.3505723866
378	0.3503860934
379	0.3502715505
380	0.3500619142
381	0.3499193377
382	0.349849438
383	0.3496342345
384	0.3494530985
385	0.3492509066
386	0.3491226192
387	0.3490121601
388	0.3488534228
389	0.3487038823
390	0.3484761119
391	0.3483496781
392	0.3482119868
393	0.3480360125
394	0.3479739854
395	0.3478192528
396	0.3476889072
397	0.3475806152
398	0.3474275278
399	0.3472508202
400	0.3471483077
401	0.3470602754
402	0.3469476873
403	0.3468853519
404	0.3466903
405	0.3465214431
406	0.3463746603
407	0.3462669234
408	0.3460950645
409	0.3459922228
410	0.3458759994
411	0.3457465285
412	0.3456004586
413	0.3454105177
414	0.3452449694
415	0.3451019323
416	0.3450417971
417	0.3449127971
418	0.3447585904
419	0.3446538669
420	0.34449839
421	0.3444110034
422	0.3442960894
423	0.3442066213
424	0.3440187682
425	0.3438896054
426	0.3437124404
427	0.3436162881
428	0.3434627067
429	0.3433480603
430	0.3431974122
431	0.3429785401
432	0.3427007845
433	0.3425897724
434	0.3424536289
435	0.3423362675
436	0.3422202924
437	0.3420658529
438	0.3419628103
439	0.3418106428
440	0.3416917339
441	0.3415596013
442	0.3414330896
443	0.3413681606
444	0.3411550423
445	0.3410745447
446	0.340979854
447	0.3408930481
448	0.340733528
449	0.3406569283
450	0.3404966696
451	0.3403627184
452	0.3401326212
453	0.3400649107
454	0.3399402077
455	0.3397790303
456	0.3395707604
457	0.3394359431
458	0.3392879944
459	0.3391345916
460	0.3389038087
461	0.3387863265
462	0.3386510893
463	0.3385846471
464	0.338450135
465	0.3382935552
466	0.3381968341
467	0.3381133969
468	0.3380045076
469	0.3378584505
470	0.3376997307
471	0.3375108893
472	0.3373425505
473	0.3372153397
474	0.3369303704
475	0.3367910634
476	0.3366169703
477	0.3364343887
478	0.3362257658
479	0.3360995196
480	0.3360408714
481	0.3359667613
482	0.3358307001
483	0.3357191311
484	0.3355506336
485	0.3354013801
486	0.3353063599
487	0.3351510139
488	0.3350829258
489	0.3348895127
490	0.3348054873
491	0.3346505243
492	0.3345426367
493	0.3344308564
494	0.334276034
495	0.3341738199
496	0.3341097638
497	0.3339694917
498	0.3338994573
499	0.3338287604
500	0.3337328182
501	0.333594128
502	0.3335195998
503	0.3332681617
504	0.3331740209
505	0.3329794866
506	0.332800168
507	0.33259844
508	0.3323821709
509	0.3321752193
510	0.3319556896
511	0.3318206262
512	0.3316327154
513	0.3314652211
514	0.331345711
515	0.3312238156
516	0.3310811687
517	0.3309119867
518	0.3308427546
519	0.3307086322
520	0.3305551027
521	0.330497299
522	0.3303378458
523	0.3301988416
524	0.3300562516
525	0.3298865976
526	0.3298547787
527	0.329731331
528	0.3295739354
529	0.329461318
530	0.3292660726
531	0.3291234539
532	0.3289924224
533	0.3287856081
534	0.3286154974
535	0.3284695581
536	0.3283993381
537	0.3282455389
538	0.3281180239
539	0.3280109613
540	0.3278750074
541	0.3277484712
542	0.3276364075
543	0.3274305468
544	0.3272262283
545	0.3270660759
546	0.3269590848
547	0.3268501885
548	0.3266565162
549	0.3265963448
550	0.3264209705
551	0.3262992047
552	0.3262284851
553	0.3261513646
554	0.3260025017
555	0.3259138322
556	0.3258068712
557	0.3256592923
558	0.3255465248
559	0.3254358897
560	0.3253477437
561	0.3252727877
562	0.3251023869
563	0.3250290814
564	0.3248873056
565	0.3247496914
566	0.3246139543
567	0.3244649883
568	0.3243052744
569	0.3241486861
570	0.3240012654
571	0.3238415901
572	0.3237642096
573	0.3236669775
574	0.3235305649
575	0.3234634881
576	0.323266916
577	0.3231533445
578	0.3230293702
579	0.3229289653
580	0.3227664369
581	0.3226172263
582	0.3224305629
583	0.3223674668
584	0.3222862918
585	0.322203298
586	0.3220942576
587	0.3220598402
588	0.3219306698
589	0.321839552
590	0.3216525909
591	0.3215942954
592	0.3215321459
593	0.3213584569
594	0.321248427
595	0.3210653585
596	0.3208777609
597	0.3207910942
598	0.3206648567
599	0.3204621668
600	0.3203665921
601	0.3202895198
602	0.3201141543
603	0.3200541827
604	0.3200143556
605	0.3199239366
606	0.3197525713
607	0.3197003606
608	0.3196071042
609	0.3194678952
610	0.3192895251
611	0.3191391719
612	0.3190197185
613	0.3189527521
614	0.3189143292
615	0.3188544085
616	0.3187706995
617	0.3186577371
618	0.3185339482
619	0.3184250774
620	0.318332176
621	0.318159015
622	0.3180354491
623	0.3178100847
624	0.3176493808
625	0.3174960401
626	0.3174109621
627	0.3172282354
628	0.3171486582
629	0.317059491
630	0.3168987039
631	0.3167139935
632	0.3164931293
633	0.3164265625
634	0.3163004485
635	0.3161976173
636	0.3161093745
637	0.3160539047
638	0.3159502657
639	0.3158520457
640	0.3157597991
641	0.3155681276
642	0.3154928016
643	0.3153835269
644	0.3153326177
645	0.3151683907
646	0.3149849646
647	0.3149042132
648	0.3147696807
649	0.3146616226
650	0.3145096345
651	0.3143466472
652	0.3141505717
653	0.3140133655
654	0.3138188604
655	0.3136966006
656	0.3135405712
657	0.3134589616
658	0.3133816755
659	0.3132232128
660	0.3131882522
661	0.3131203567
662	0.312953775
663	0.3127628294
664	0.3126594005
665	0.3125606742
666	0.3124162008
667	0.3122664594
668	0.3122059213
669	0.3120911823
670	0.3119196915
671	0.3118528521
672	0.3117527224
673	0.3116049542
674	0.3114739879
675	0.3114116935
676	0.3112604095
677	0.3111474989
678	0.3110524868
679	0.3109034359
680	0.3107758169
681	0.3106445101
682	0.3105560263
683	0.3104521386
684	0.3103076789
685	0.3101587404
686	0.3100439028
687	0.3099161202
688	0.3097917753
689	0.3097271527
690	0.309591118
691	0.309516367
692	0.3093791876
693	0.3092096492
694	0.3091486991
695	0.3090245493
696	0.3089943937
697	0.3088624954
698	0.308819635
699	0.3086813645
700	0.3086118888
701	0.3085676717
702	0.3084882446
703	0.308378246
704	0.308306743
705	0.308161463
706	0.3081159464
707	0.3079871626
708	0.3078309378
709	0.3076830554
710	0.307623049
711	0.3075023602
712	0.3074486582
713	0.3073019651
714	0.3072237349
715	0.3071159034
716	0.3069771331
717	0.306798958
718	0.3066438886
719	0.3065096956
720	0.3063367995
721	0.3062631183
722	0.3061472326
723	0.3061265559
724	0.3059995494
725	0.3059196055
726	0.3058046372
727	0.3057294461
728	0.3056237941
729	0.3055047603
730	0.3054144423
731	0.3053055546
732	0.305146519
733	0.3050883343
734	0.3049780909
735	0.3048675703
736	0.304760093
737	0.3046738097
738	0.3045436297
739	0.304347532
740	0.3043059339
741	0.3041665622
742	0.3040820166
743	0.3039686403
744	0.3037913466
745	0.3037177115
746	0.3036013216
747	0.3035218896
748	0.3033783297
749	0.3033548084
750	0.3032476558
751	0.303142669
752	0.3030398006
753	0.3029329783
754	0.3028329134
755	0.302765333
756	0.3026708815
757	0.3025724227
758	0.3025086027
759	0.3024403883
760	0.3023528049
761	0.3022422008
762	0.3021654228
763	0.3020261905
764	0.3018799141
765	0.3017288751
766	0.3016018209
767	0.301538465
768	0.3013926617
769	0.3011970815
770	0.3010805393
771	0.3009553356
772	0.30087063
773	0.3007418635
774	0.3006471476
775	0.3004616883
776	0.3002768866
777	0.3001878923
778	0.3001288518
779	0.2999809166
780	0.2998381102
781	0.2997067959
782	0.2996101721
783	0.2994833136
784	0.2993569809
785	0.2992491206
786	0.2991457296
787	0.2990645022
788	0.2989642674
789	0.2988455535
790	0.2987263755
791	0.298636818
792	0.2985261063
793	0.2983832036
794	0.2983220143
795	0.2982651763
796	0.2981659957
797	0.2980165892
798	0.2979284339
799	0.2977630513
800	0.2976802341
801	0.2976263602
802	0.297540244
803	0.297467335
804	0.2973726663
805	0.2972239381
806	0.2971856112
807	0.2970486782
808	0.2969791319
809	0.296868077
810	0.2967761279
811	0.2966738116
812	0.2965336917
813	0.2964727666
814	0.2963289188
815	0.2961543989
816	0.2960624906
817	0.2959722226
818	0.2958255487
819	0.2956593564
820	0.2955558038
821	0.2954954033
822	0.2954370178
823	0.295288167
824	0.2951662399
825	0.2951114993
826	0.2950570473
827	0.2948966849
828	0.2947937432
829	0.2946843708
830	0.2945797007
831	0.294515506
832	0.2943975969
833	0.2942294483
834	0.2941733216
835	0.2940512455
836	0.2939502669
837	0.2938707098
838	0.2938193547
839	0.2937087355
840	0.2936467434
841	0.2935232369
842	0.293426577
843	0.2933748975
844	0.2932918874
845	0.2931311974
846	0.2930151083
847	0.2929423866
848	0.2928031752
849	0.29275093
850	0.2926587929
851	0.2925721055
852	0.2925188602
853	0.292411661
854	0.2923226818
855	0.29219056
856	0.2920687027
857	0.2920030939
858	0.2918201724
859	0.2917535108
860	0.2916255941
861	0.2915104077
862	0.2914004045
863	0.2913449561
864	0.2912966038
865	0.2911341861
866	0.2909806346
867	0.2909040921
868	0.2908326444
869	0.2906606637
870	0.2905703451
871	0.2905288416
872	0.2904551714
873	0.2903116046
874	0.2902001031
875	0.2900566756
876	0.2899498585
877	0.2898311421
878	0.2897837697
879	0.2896402034
880	0.2895517965
881	0.2894299295
882	0.2892947373
883	0.2892267396
884	0.289134803
885	0.2889887078
886	0.2889324725
887	0.2888102568
888	0.28872665
889	0.2885832563
890	0.2884608199
891	0.2883933233
892	0.2882993416
893	0.2881927315
894	0.2880668674
895	0.2879045039
896	0.2878201319
897	0.2876403236
898	0.2875755699
899	0.2874786532
900	0.2873209951
901	0.2872324325
902	0.2871424989
903	0.2870013437
904	0.2869280017
905	0.2868548106
906	0.2867962865
907	0.2866488748
908	0.286593916
909	0.2865090188
910	0.2864811695
911	0.2864368512
912	0.2863207164
913	0.2861425033
914	0.2860596813
915	0.2859457805
916	0.2857919714
917	0.2857397449
918	0.2856722696
919	0.2856052717
920	0.2854992942
921	0.285449805
922	0.285364309
923	0.285337493
924	0.2852730658
925	0.2851479965
926	0.2851222205
927	0.2850601781
928	0.2849060807
929	0.2848835768
930	0.2847450542
931	0.2846810021
932	0.2845664082
933	0.2844649371
934	0.2843371589
935	0.2842244979
936	0.2841748609
937	0.2840961943
938	0.2840161394
939	0.2838607818
940	0.2837999435
941	0.2837095187
942	0.2836581154
943	0.2835966347
944	0.2835417973
945	0.2834400173
946	0.2833411739
947	0.2832269804
948	0.2830971899
949	0.2830135716
950	0.282924679
951	0.2827840656
952	0.2826739095
953	0.2825761644
954	0.2825261834
955	0.2824996161
956	0.2823740547
957	0.282224866
958	0.2821479325
959	0.2820263194
960	0.281970431
961	0.2818292237
962	0.2817227786
963	0.2816598171
964	0.2815389579
965	0.2814181593
966	0.2813333203
967	0.2812312813
968	0.2811173993
969	0.2809586072
970	0.2808982463
971	0.2808222687
972	0.2807080633
973	0.280614603
974	0.2805186251
975	0.2803971694
976	0.2803257241
977	0.2802736741
978	0.2802044818
979	0.280127084
980	0.2800473865
981	0.2799521975
982	0.2798908942
983	0.279824475
984	0.279765018
985	0.279655547
986	0.2795665481
987	0.2794640939
988	0.2793568843
989	0.2792909367
990	0.2791955351
991	0.2791370291
992	0.2790932288
993	0.2790041177
994	0.2788998468
995	0.2787904357
996	0.278740982
997	0.2787195194
998	0.278587944
999	0.2785296328
